,mom_12_1,rev_1m,vol_60,size,turnover_20,bp,roe,ep
2017-02-28,0.18874129263337994,-0.06371395381235793,0.077014697574874,-0.20267456649285787,-0.006319447082286649,-0.0059875819662432985,0.17660273966109266,0.1499163656236448
2017-03-31,0.03720913121937367,-0.15221214385100695,0.07035223491170217,-0.269753992309549,-0.026036710869592423,-0.015413909078032847,0.22877497799020957,0.18871064405173815
2017-04-28,0.013600270933131639,-0.04936207419124464,0.10174492648274804,-0.31900169938785294,0.04239518736000441,-0.01319159263741872,0.10156895329035408,0.08883074235517038
2017-05-31,0.15477780708107575,0.07699538448842606,-0.07269118423293107,-0.13147642697924122,-0.052213859128152525,-0.045186723974850726,0.20651951543511324,0.15545999862115756
2017-06-30,-0.14996394464977925,-0.12379795908714564,0.12770722577307597,-0.05986496064276202,0.11498423098857438,0.2151419460273517,-0.10057618353650713,0.0997407584177233
2017-07-31,-0.006949159728535387,0.1724443986665736,-0.11740008784129877,0.13128614989609946,0.03638627922229229,-0.12491054922888875,-0.03535249783414541,-0.10548816214744695
2017-08-31,-0.08188755318657331,-0.03578234471743286,0.05389138803428705,0.026990816030959867,0.1169080538017544,-0.0598429958807959,0.019759434542867292,-0.022740307969368056
2017-09-29,0.17743614761979704,0.08297161939818157,0.18206769471506626,-0.2709963495378472,0.13512125521795873,-0.07754000883014696,0.27215936039556615,0.18147691470317584
2017-10-31,-0.013141685912254493,0.03277946624754399,0.10910172930747623,-0.22761472665357846,0.05936990679872266,0.12289612332522074,0.015955699908361202,0.13321220610948598
2017-11-30,0.14874533333695303,-0.01863644448873381,-0.10330795228208928,-0.17044630402201638,-0.03510683800783975,-0.054722983915492636,0.1419234709570054,0.08155758163480445
2017-12-29,0.041259501311451945,0.020939952391078064,0.11364147480826788,-0.2038852404401456,0.013185101592645467,0.15535579826597132,0.15871892272482205,0.23243604467347498
2018-01-31,0.17742400209768808,0.08251288466636993,-0.08229934507322771,-0.05793909405337833,-0.037297131287784106,-0.12464982275583004,0.11149284330260557,0.02492451271873737
2018-02-28,-0.08814541113305173,0.019567110397090526,0.01740309102430236,0.20101366105512056,0.09581796544449654,-0.05013416595289631,-0.13382211645328926,-0.183880063308975
2018-03-30,0.04383832291028786,-0.04419362973147252,0.10335909919733999,-0.11997114558338083,0.11873893275213046,0.06284612195604519,-0.06335152375420808,0.0009111198614280885
2018-04-27,0.09761751711873415,0.010549546844740092,0.1064344609715817,-0.14040388408520732,0.1180308399215169,-0.045808970498899496,0.17590452009122,0.08769045122968885
2018-05-31,0.19001759490434056,-0.005743716921300926,-0.049254476077583986,-0.23374157546296515,-0.0983031815251704,-0.02559902435850478,0.21549983143482057,0.15893245346132548
2018-06-29,-0.04577148153264612,0.0023996070505145476,0.10550434300010977,0.004443390385157539,0.10460998805297742,0.13758214601535176,-0.13201961729464162,0.03984234888025811
2018-07-31,-0.022053540718660357,-0.19361766281604217,0.18748948766197746,-0.18293748661145362,0.1258906154547932,0.12790906882153907,-0.11637495085122136,-0.027933702642543665
2018-08-31,-0.09881270209666902,-0.051991267590777324,0.0020403589182168844,-0.10813655722554427,0.041632958184894854,0.12684946940729527,-0.04068078456429883,0.02685673673732976
2018-09-28,-0.04539752778250579,-0.08920100018558436,0.14489376760181494,-0.04883893582778792,0.17385627506068105,0.13766684387154973,-0.042974798098767315,0.05553541110879874
2018-10-31,-0.11057675816207839,0.18849127774873653,-0.07565639182188094,0.24974303914256063,0.06328341488345562,-0.001855525286361072,-0.06779149546649138,-0.10210588434115322
2018-11-30,0.1603329611423775,0.04629455082484145,0.29385740417346734,-0.16538806940161085,0.24059927078683602,-0.025390169179190934,0.0822377488368162,0.11278534203399519
2018-12-28,0.13475789406082014,0.05253348278519235,0.0426995043349125,-0.22828541445296827,0.028757344942694066,-0.00860056569692203,0.13814243619842662,0.09186104988083317
2019-01-31,-0.3574940097071531,0.23348795266215056,-0.30859510837806026,0.36192335967992223,-0.19640532800757207,0.041189417310703844,-0.18323808321041446,-0.15309573060398735
2019-02-28,0.08807985695278925,-0.08047639621299184,-0.06762180508124456,0.19550097652217843,0.02617451067729863,-0.07014677534644417,-0.03685441690628747,-0.10461198193987858
2019-03-29,0.06893445336551582,0.1358617090720892,0.21875154233300473,-0.18384219185052889,0.18123293176547176,0.13456219688908122,0.04878031554397692,0.11730885833296129
2019-04-30,0.1940356636540414,0.03426532675998093,0.15169175580531594,-0.051138469096309494,0.15599765355757253,-0.08599080161235234,0.05658698263839278,-0.002975599582441915
2019-05-31,0.10668688328213542,0.14135738750506416,0.06117990880186789,-0.23252102571768554,-0.0033629041026029555,-0.0766623582995649,0.14123250845919436,0.06701327469948845
2019-06-28,0.05431468047356038,-0.005940388117974938,0.12044911473513596,-0.20262561941678922,0.10915025661398907,0.010457289553125158,0.0342120816679196,0.0555619486611904
2019-07-31,0.0865538968716976,-0.08662333869958204,-0.12790966519359712,-0.08945359161160876,-0.1120078145061003,-0.12151308564460095,0.0015518190751649026,-0.14343870667095068
2019-08-30,-0.054119598349920896,0.12103052393312289,0.016435633630018123,-0.039634907071890914,-0.009435729908885207,0.008182551809016723,0.12254451957063917,0.13795486843837906
2019-09-30,-0.03108623356832053,-0.08087105378739544,0.09225316575335005,-0.04682196237513977,0.09783071906972142,0.03455585243253226,0.032411360551666074,0.04082254069049573
2019-10-31,-0.0012224208093943787,-0.056178178071236484,0.05721262230001114,-0.12133438800786532,0.05303856214614354,0.07601235800265396,0.07623328077538605,0.15425109945860702
2019-11-29,0.07742692231040181,-0.08534776529674529,-0.15849105888545187,0.0038181739497909067,-0.1404643706204272,-0.1528647838383521,0.08731708609186829,0.005858578280743976
2019-12-31,0.04048743278374971,0.03432299899511171,-0.01777923394064883,0.021502852658016092,0.002073779011764917,-0.0612503748605894,0.01666638046095011,-0.048786037584875874
2020-01-23,0.047769218940045315,-0.11799892106466368,-0.11974514724310992,-0.08102034740740154,-0.12646103238920678,-0.0376691858445639,-0.01606283472722917,-0.07314965721634097
2020-02-28,-0.0627101723772638,0.019474554779361622,0.25734536249345896,0.0879173274934344,0.20838162442667707,0.1411058833422812,0.03076570648463013,0.08219626509711424
2020-03-31,0.33754121569204676,0.14414662076662815,-0.15741932051441443,-0.19802040683234567,-0.09187122864119127,-0.20489847134762781,0.14515040273347318,-0.019513750493517466
2020-04-30,0.06799312941782318,-0.1195860460945996,0.0707888417793134,0.13923833671067098,0.09000164980739747,-0.10479815535362369,0.11256029942560543,0.004440390699949545
2020-05-29,0.21172947031089737,-0.04581556494764471,-0.12621266461240516,-0.08829135266128507,-0.09284847640139715,-0.14266191233721542,0.11569029425658349,-0.049534044342686184
2020-06-30,0.03932297551044521,-0.013184122717344083,-0.04407399081877882,0.009414773675301347,0.009278463569953415,-0.07796367611433354,-0.03808434602341225,-0.06478867912893611
2020-07-31,-0.0922611395242301,0.1251263813544449,0.20630532835871493,-0.03217543281487591,0.17502176908538553,0.10041255028041535,0.07242849154644923,0.11015668745018369
2020-08-31,-0.06902389411645023,-0.003160505067919262,0.10417092546258323,-0.08016537248853085,0.12364870217887605,0.07508970638596621,-0.01674574489975849,0.011242904746923443
2020-09-30,-0.06446407489358703,-0.05802834790650905,0.12581653686752822,-0.14740115225331185,0.09671475011762343,0.0647970346553766,0.10072023683394668,0.14705278269810543
2020-10-30,-0.1226236627439353,0.04248131561888687,0.07226404922935543,0.004479921510858867,0.04667925637980281,0.13350331861042938,-0.09636340541671712,0.07527080392026597
2020-11-30,0.27754128851519316,0.03404475584301429,-0.16441069703059608,-0.17847585788048123,-0.09880191863908101,-0.20536650065693987,0.09547873182750195,-0.12741585999909416
2020-12-31,0.13037173841029767,-0.06991681980377569,-0.062257199891679306,-0.2851153415580842,-0.03383597380046915,-0.08525417245514688,0.13878312645856802,0.03522189125214171
2021-01-29,-0.25555734346106596,0.20643634127451482,0.19827646682760372,0.1338115099783782,0.11744484251032412,0.24325234668966922,-0.05338056305792717,0.23428022529250458
2021-02-26,-0.06002539195134209,-0.022215718458925317,0.23895900898196726,0.2099386766471454,0.1982206137388061,0.24915535569174585,-0.0760948246318381,0.14380421525756246
2021-03-31,0.20906805006307316,0.044799573456137755,-0.09457801636683662,-0.09428600541198412,-0.026354701554730565,-0.10524059369386701,0.09680020341614061,-0.06813722478204677
2021-04-30,0.05861624904569643,-0.03490987789857311,-0.13507542404069978,0.08446052101921564,-0.13519017125298813,-0.1143827873729858,-0.05105102526580971,-0.1494228788246897
2021-05-31,0.044199556712934344,-0.08007147877775629,-0.02390407986021447,0.03675983653555277,0.03255578097018483,0.02594814894692064,-0.02171935289737469,-0.011362292903286018
2021-06-30,0.06636044935769293,-0.10207283745374847,0.05814238246027915,0.07313605904999215,-0.01029997911650823,0.08113787892936476,-0.049727464373815276,0.054593436743147324
2021-07-30,0.08770465143720256,-0.08512819726219337,0.03978100278751313,0.07135211178953779,0.008135004855811668,0.10626636958790404,-0.13962797526240367,0.03217193711396329
2021-08-31,-0.15914221233958298,0.09845054575487268,0.14034872477820778,0.05416982371543659,0.13849774749634564,0.10464109428074353,0.004443108588428935,0.06466622287296724
2021-09-30,0.011755220084662055,0.20180992911735315,0.027805693236593692,-0.11185544124189511,0.10579439656177073,-0.12661117628504204,-0.016696239374373083,-0.08939452954980524
2021-10-29,-0.06155341215575585,0.08861789851075749,-0.009731099928423305,0.2786826298655988,0.007342903109838091,-0.0647155106145245,-0.0690928734631124,-0.07745979023139116
2021-11-30,-0.22989284342736874,0.2012677152341483,0.17317598389138014,0.042295995792411605,0.1945069384840596,0.20028689891497886,0.001731414954147082,0.15566900578556717
2021-12-31,-0.1688410164330013,-0.04653181832334239,0.31360332999904755,-0.020427339084963348,0.24559797349539733,0.31201671545380255,0.02576981143789007,0.2803588801243864
2022-01-28,0.14577513557829877,0.040060378508608926,-0.04373581210263037,0.09138497264888229,-0.06171347410241997,0.05525825689476341,0.019152441133011098,0.039605845506335904
2022-02-28,0.09370570399043561,-0.05012827252961983,0.10268498645086595,-0.005674429716495505,0.007447936322729868,0.27781540956956585,-0.025636384980017315,0.21711300946478823
2022-03-31,-0.05915125982356241,-0.08989697048351053,0.14854081168825709,-0.2446987564037962,0.13673113719565702,0.08212754291228161,0.12484932116389193,0.18102286200117235
2022-04-29,0.0944962855581545,0.15037846593830106,-0.09745515408447335,0.18018052437540985,0.021252153846687733,-0.14925101097065735,-0.03808968458568123,-0.13611578242279976
2022-05-31,-0.11435779520186941,-0.06090417719787542,-0.1929663014732271,-0.04197321756527783,-0.1168868825367329,-0.3004852027406761,0.0010477407291285888,-0.26724373926026557
2022-06-30,0.15390523931063368,0.1623880347724804,0.13911059357607272,0.21304185534295522,0.1347832335112795,0.1088065162162756,-0.12410352350144777,0.02664755165324423
2022-07-29,0.012648663592857778,0.07147074979232348,0.15187644064471803,-0.02651435994301276,0.18981914639226355,0.08484641353815175,-0.025130327661843484,0.04926711486938088
2022-08-31,0.16077527558891033,-0.010976841691652304,0.16617728710986499,-0.102343610537449,0.20325475203683338,0.06785597129417306,0.07252661502267853,0.14315146224305025
2022-09-30,-0.03141268615684224,0.040911554099646356,0.014828332226003726,0.23470293553438212,0.08486061261373741,-0.047582820896340305,-0.1622618251429758,-0.14824933943760704
2022-10-31,-0.17962364662749153,0.26836168260631077,0.08990010921892067,0.019537054865845917,0.06374974954061843,0.15673306520791444,-0.013601552582122508,0.08172800270000422
2022-11-30,-0.15686699348482416,-0.05728557031311125,0.11140699309077812,-0.1782998748892218,0.13028448634628123,-0.0024321483457326594,0.01053184464271728,-0.0018439833607785912
2022-12-30,-0.22568350720703448,0.2123167949651881,-0.06986691613969723,0.08809709124862483,-0.06151339270069887,-0.09312597292728515,-0.019714269918070862,-0.049991148806515305
2023-01-31,0.11722846580139412,0.19915530403012882,0.2969173125413007,0.21745301566869388,0.2884195051495143,0.24763393347029503,-0.04912612634883599,0.18849863073496606
2023-02-28,-0.07838278028460786,-0.20192808495491865,0.25535960440786504,0.016283846356941127,0.130320048368152,0.20454698611014835,-0.13453576294424238,0.08244829495684833
2023-03-31,0.11210095381517339,-0.14936839441957173,0.1333670138549065,-0.08234360524293904,0.03638836978325399,0.20631878572840096,-0.08929199994014053,0.1054884980932216
2023-04-28,0.13368289544877932,-0.07726079212338724,0.1047327857789716,0.09879845645810328,0.0964629788229528,0.06742689484302389,-0.07646856637882468,-0.007592197281100811
2023-05-31,-0.05552066556176108,0.12826966765481077,0.03358926432877488,-0.0451901171896932,0.02456231949151196,0.014390853177829892,0.14431525110701307,0.12246161198892676
2023-06-30,-0.1885994444274787,0.12191940666618939,0.21377249258646552,-0.014357594090270685,0.17229783173090077,0.19308839804893124,-0.09738410897713587,-0.00730573743708721
2023-07-31,0.2326597055859357,-0.006081732805104124,0.12923452323648524,-0.05144681178598,0.12729655019902697,0.03282271205342846,0.02476703439605542,0.04808538869075066
2023-08-31,0.11978277333035782,-0.0641373352304806,0.17174814061883437,0.05371189627447635,0.14331852484415547,0.30464387765479334,-0.026016005951021957,0.20579034807177668
2023-09-28,-0.09414172888132243,-0.06412704814122369,0.04758459946133276,0.08011582041052465,-0.044745739719242804,0.003806402874589581,-0.13805104611677596,-0.11073026153538491
2023-10-31,0.11396482743482418,-0.0023808555755436933,0.0937426473874236,0.09026058482233057,0.10356480346958163,-0.0009129952100187534,-0.06952522572876475,-0.05683677158229315
2023-11-30,0.05660128086464715,-0.034524480269922,0.047715373674831654,-0.13621835625544704,0.03956203957173132,0.0423391135739491,0.15800463382389504,0.16840247233699565
2023-12-29,0.2362528324995736,-0.08388241720552395,0.31071291309076016,-0.21959134566040925,0.18874343494812282,0.30618006005027465,0.03733336805718949,0.24028639638667246
2024-01-31,-0.008045269125578744,0.21235287158766292,-0.21954314110335718,0.1105583906620424,-0.13901440959724043,-0.2320140624093345,0.13762803143125452,0.011792878215965596
2024-02-29,0.18702027984091743,-0.22459102802069436,0.1633109308759295,-0.20321625632745943,0.02171416296186105,0.05014663536187151,-0.014698942286881157,0.04313355202391069
2024-03-29,0.11618834493397762,-0.028244919363876006,0.17037169441774994,-0.0028996472115036444,0.1965318089776314,0.028126656150661865,0.05753546059560001,0.03771061456521942
2024-04-30,-0.03641124538513561,-0.12511936388630074,0.1477147790031562,-0.13228242044673852,-0.012361680403598831,0.1302772671153786,0.08192337958331376,0.23518291628675114
2024-05-31,0.26782374977546974,-0.1828258665838517,0.1431653884976368,-0.3519229657870046,-0.011202207712661314,0.0011015198294615461,0.03175664932809687,0.06357508718355115
2024-06-28,-0.2417441825983629,0.026199521866041388,0.10447515397231452,0.07488330470653005,0.012989961931404694,0.07793555475753945,-0.23028034608910042,-0.18381586856843296
2024-07-31,0.17241400663660103,0.027172592156066693,0.13974896130122738,-0.15152595931542487,0.15739910236864058,0.09060526273295294,0.03800035643689345,0.05841861076449591
2024-08-30,-0.37561935679983816,0.16463319197477094,-0.13745875101063246,0.25567982819118934,-0.069973641157971,-0.15629398108127002,0.02620613164702432,-0.13535575882434575
2024-09-30,-0.12591053648690556,-0.022926915550859732,0.03429179740911584,0.21062957958101403,-0.026897238193543657,0.05634218099235947,-0.23127200247930343,-0.1441996468056274
2024-10-31,-0.09125355130897014,0.12216894987174262,0.09139429272609328,0.048260403955725464,0.07297895051935062,0.06721411590521954,-0.061932796657706464,0.006958798090390201
2024-11-29,0.26250254966589986,0.09733186302721623,0.36749605779203376,-0.2103383700820817,0.23811048467727802,0.16104614276237442,0.21761122881840766,0.3245286213917624
2024-12-31,0.1334857559195756,-0.1589380560036996,0.17079831258758346,-0.07325374281442779,0.05403461455660306,-0.04036059027333168,0.28986349657346727,0.25263421976329015
2025-01-27,-0.186855375236561,0.2647266774902782,-0.18547368621877772,0.14889344169783805,-0.07571391080559453,-0.056273483864901316,-0.20373868374594536,-0.22889230635693802
2025-02-28,0.015897000706383852,0.2035051245274499,0.2233386722916953,0.08017741874648478,0.19658334850256945,0.034517512848989705,0.23050042444170987,0.25739784751921296
2025-03-31,0.01156607282725875,-0.07775512976048671,0.04410952621083896,-0.11072245597470416,0.04157963161805506,-0.060986607207473904,-0.11233255686344631,-0.12562185717646743
2025-04-30,-0.05528676052818442,0.04404308234252075,0.1373926148424548,0.06374943041521923,0.138910921964584,0.1280177341985527,0.05483975730870301,0.1491463290022191
2025-05-30,0.08112803824480981,0.05879829346759853,-0.18432327963512654,0.06956420125820678,-0.17460218449333775,-0.07248999828566652,-0.0034839085182020446,-0.03394576062933205
2025-06-30,-0.14097196861080763,-0.05066973499183643,-0.04389865248484017,0.04153628196714304,-0.0035051925639794186,0.1247194691602521,-0.09953183896038646,-0.02703773628472525
2025-07-31,0.1451639562529415,-0.06242243149028827,-0.15539746024982995,0.0025079418315086025,-0.1513533406048194,-0.24778367331525114,0.061434511229551556,-0.1657016402019278
2025-08-29,-0.024047962333435622,-0.14459271663536694,-0.0705141532392925,0.027622185215665496,-0.01052206293400651,-0.05918077322573835,0.08849921303304296,0.004955428284063986
2025-09-30,-0.20994023062724454,0.16827607741817177,0.19797029686442114,0.055107042929275034,0.19295214186892362,0.21846417453567324,-0.03749071001657615,0.18528405530254374
2025-10-31,-0.1340315557395026,-0.1044604216439816,0.21995803637949846,-0.018139987872013198,0.1606507207080639,0.19534185233504903,0.04145888446941951,0.2236429796588138
2025-11-28,0.20668591337136621,0.08510853467459176,-0.1212246749300096,-0.06737934274230917,-0.003212198501435067,-0.1351871659560728,0.1485184238568301,0.04911726288048381
2025-12-31,0.03890387024751178,-0.14744519551532018,-0.09841261143095456,0.18813102799550396,-0.07029764976831988,0.028216361058503982,-0.022482320274652363,0.005053653958010311
2026-01-30,-0.04052409652415625,0.03825538479374458,0.011388312164284067,0.11205384102319335,-0.0371148440262794,0.11153982622978262,-0.0298373826457477,0.07304462702639337
2026-02-27,-0.11913290275259315,-0.03754563532933865,0.2509730999063248,-0.03688850125113932,0.18549234865640749,0.21486967012002334,0.06346756830476911,0.22873803890529384
2026-03-31,0.16735646426136552,0.11129239523833592,-0.10927532905732024,-0.051456608148031546,-0.11432101755659738,-0.0871889841179795,-0.06651224154691379,-0.14612557478544114
2026-04-30,0.0013203014749435579,-0.15306456939280638,-0.02607037007061441,-0.04350633874128135,-0.05158135905067754,-0.053717323191332475,0.08550196724701675,0.02451835955963728
2026-05-29,0.08442482219874765,-0.17643936943651478,-0.17570235265992606,-0.12406407067996025,-0.23681115907993608,-0.13167978073996864,-0.020974251522268006,-0.13654408835013807
2026-06-30,-0.4096390963939531,0.44518744560210516,0.5043448447427382,0.12429178784247154,0.5017007862649323,0.35307832983391535,0.15372330096517087,0.45102847726829415
2026-07-31,0.3797183339468526,0.34878004882262403,-0.39824960486212996,-0.023976940592570464,-0.2643072306584787,-0.158416474049644,-0.050171205659669295,-0.16747054790445995
2026-08-31,,,,,,,,
