,close
2016-01-04,1.0
2016-01-05,0.9978881653038242
2016-01-06,1.0177809332615189
2016-01-07,0.942294471918915
2016-01-08,0.9604869509866327
2016-01-11,0.9073441707878372
2016-01-12,0.9123664495911473
2016-01-13,0.8911232434020467
2016-01-14,0.9130304068941879
2016-01-15,0.882340253635607
2016-01-18,0.8884458698526172
2016-01-19,0.9164750526367331
2016-01-20,0.9041362679332126
2016-01-21,0.8745316554864614
2016-01-22,0.8850492092248935
2016-01-25,0.8907800029378642
2016-01-26,0.833324438133477
2016-01-27,0.828027958674044
2016-01-28,0.8021027762816432
2016-01-29,0.8292395828232875
2016-02-01,0.8171666748274005
2016-02-02,0.8373946041228028
2016-02-03,0.8358625079567156
2016-02-04,0.8479461881212359
2016-02-05,0.8412485922734173
2016-02-15,0.8379799735592225
2016-02-16,0.866298535964354
2016-02-17,0.8745669098565343
2016-02-18,0.8720136610684034
2016-02-19,0.8725583900504333
2016-02-22,0.8914662390442148
2016-02-23,0.8840948930127798
2016-02-24,0.8899089262106449
2016-02-25,0.830540322185771
2016-02-26,0.8374190863242422
2016-02-29,0.8103021103657642
2016-03-01,0.8263404005288155
2016-03-02,0.8627030798609411
2016-03-03,0.8651606032414435
2016-03-04,0.8655611320569946
2016-03-07,0.873435832150027
2016-03-08,0.8745154972335112
2016-03-09,0.8609447681535524
2016-03-10,0.8450112618126622
2016-03-11,0.8454827890123879
2016-03-14,0.8628805758213779
2016-03-15,0.8625082015374823
2016-03-16,0.8622386524996328
2016-03-17,0.8770445086422172
2016-03-18,0.8954534103706605
2016-03-21,0.9175373353571954
2016-03-22,0.9117441120305538
2016-03-23,0.9156979875630418
2016-03-24,0.9004370072956961
2016-03-25,0.9062023209126965
2016-03-28,0.8988368506096068
2016-03-29,0.8869174460167458
2016-03-30,0.9125150565538853
2016-03-31,0.9136720853939186
2016-04-01,0.9130837780933262
2016-04-05,0.9286635166234148
2016-04-06,0.928858639768888
2016-04-07,0.9150683053420164
2016-04-08,0.9077221759780639
2016-04-11,0.9225133427997846
2016-04-12,0.9179408020369192
2016-04-13,0.9305339568133967
2016-04-14,0.9359342408069333
2016-04-15,0.9344471918914948
2016-04-18,0.9211844489056457
2016-04-19,0.9243348185868874
2016-04-20,0.9004497380404446
2016-04-21,0.8941125201978163
2016-04-22,0.8987462664642805
2016-04-25,0.8947199236155315
2016-04-26,0.9011357293247809
2016-04-27,0.8971703471576165
2016-04-28,0.8949569113254664
2016-04-29,0.8939803163100426
2016-05-03,0.9132700876462811
2016-05-04,0.9125500661019439
2016-05-05,0.9149187190912208
2016-05-06,0.8876269402144641
2016-05-09,0.8651826372227391
2016-05-10,0.865680850022034
2016-05-11,0.8677674680507271
2016-05-12,0.8693739901091907
2016-05-13,0.8657897958184401
2016-05-16,0.8741362679332125
2016-05-17,0.8713083288449297
2016-05-18,0.8608093815795916
2016-05-19,0.8612314547324096
2016-05-20,0.8672548107525829
2016-05-23,0.8723767321157518
2016-05-24,0.8647485677912158
2016-05-25,0.8626673358468393
2016-05-26,0.8649326739460412
2016-05-27,0.8643808451255938
2016-05-30,0.8640060226215542
2016-05-31,0.8949045194143859
2016-06-01,0.8942346863829995
2016-06-02,0.8972871272584831
2016-06-03,0.9025684277530235
2016-06-06,0.9012796846692456
2016-06-07,0.9006495128041914
2016-06-08,0.8970912696469667
2016-06-13,0.865325613279146
2016-06-14,0.8679684669245459
2016-06-15,0.8844657983645889
2016-06-16,0.8791622190667384
2016-06-17,0.8837810311903246
2016-06-20,0.8851909611712285
2016-06-21,0.8808622631347011
2016-06-22,0.8904590412769916
2016-06-23,0.8857834304460657
2016-06-24,0.8744814669735104
2016-06-27,0.8893688488468883
2016-06-28,0.8953403026000099
2016-06-29,0.8988838564363708
2016-06-30,0.8995333692405622
2016-07-01,0.8990554766684621
2016-07-04,0.9144523331537973
2016-07-05,0.9166645448758752
2016-07-06,0.9197796601870439
2016-07-07,0.9194183028937962
2016-07-08,0.9150183616510796
2016-07-11,0.917777260931303
2016-07-12,0.9353378543798659
2016-07-13,0.9395544239338002
2016-07-14,0.9387440630661509
2016-07-15,0.9379980903882877
2016-07-18,0.9338757773098957
2016-07-19,0.9320227194829359
2016-07-20,0.9292865886500514
2016-07-21,0.9333550408852764
2016-07-22,0.9256110757479313
2016-07-25,0.9275441903735984
2016-07-26,0.9390532732703325
2016-07-27,0.9170261469911375
2016-07-28,0.9182252852176468
2016-07-29,0.9130059246927484
2016-08-01,0.9034436664544876
2016-08-02,0.9085176027028351
2016-08-03,0.9107352005092298
2016-08-04,0.914057924888606
2016-08-05,0.9132578465455614
2016-08-08,0.9229332125544729
2016-08-09,0.9297267786319345
2016-08-10,0.9259790432355678
2016-08-11,0.9198961954658963
2016-08-12,0.9352328257356902
2016-08-15,0.9613310972922685
2016-08-16,0.9594922391421437
2016-08-17,0.9593282083924988
2016-08-18,0.957718503647848
2016-08-19,0.9582328747000931
2016-08-22,0.9490941585467365
2016-08-23,0.9504663859374235
2016-08-24,0.9483734025363562
2016-08-25,0.9418829261127161
2016-08-26,0.9427652646525976
2016-08-29,0.9436517651667238
2016-08-30,0.9444077755471771
2016-08-31,0.9479243989619547
2016-09-01,0.9403652744454781
2016-09-02,0.9417617392155903
2016-09-05,0.9444209959359545
2016-09-06,0.953490917103266
2016-09-07,0.9531914997796602
2016-09-08,0.953997943495079
2016-09-09,0.9476306125446801
2016-09-12,0.9286179797287372
2016-09-13,0.9294327473926456
2016-09-14,0.9232744944425403
2016-09-19,0.9310637516525486
2016-09-20,0.9298315624540958
2016-09-21,0.9317421534544386
2016-09-22,0.9384732899182294
2016-09-23,0.9347324095382656
2016-09-26,0.9179760564069922
2016-09-27,0.9240664936591099
2016-09-28,0.9218564853351614
2016-09-29,0.9253180237966998
2016-09-30,0.9283917641874357
2016-10-10,0.9417872007050875
2016-10-11,0.9460348626548499
2016-10-12,0.9445698477207071
2016-10-13,0.9451867991969838
2016-10-14,0.9451385692601478
2016-10-17,0.9370704597757431
2016-10-18,0.9499887381873379
2016-10-19,0.9483518581990893
2016-10-20,0.9489543651765168
2016-10-21,0.9497444058169711
2016-10-24,0.9605192674925329
2016-10-25,0.9615607403417715
2016-10-26,0.9575769965235275
2016-10-27,0.955187533663027
2016-10-28,0.9513355040885276
2016-10-31,0.9504095872300837
2016-11-01,0.9574198207902855
2016-11-02,0.9499596043676247
2016-11-03,0.9575353767810801
2016-11-04,0.9544256475542281
2016-11-07,0.9551833716887822
2016-11-08,0.9596014297605642
2016-11-09,0.9538003721294619
2016-11-10,0.9649799245948195
2016-11-11,0.9723573911766146
2016-11-14,0.9763333006903981
2016-11-15,0.9773950937668315
2016-11-16,0.9775062429613671
2016-11-17,0.9785396366841307
2016-11-18,0.9732274886157763
2016-11-21,0.9783344758360673
2016-11-22,0.9859641090926896
2016-11-23,0.9858842971159968
2016-11-24,0.9883024041521814
2016-11-25,0.9960945992263625
2016-11-28,0.99963350144445
2016-11-29,1.003148166283112
2016-11-30,0.9964065024727023
2016-12-01,1.0035097683983742
2016-12-02,0.9917252607354453
2016-12-05,0.9783459824707438
2016-12-06,0.9765289134799001
2016-12-07,0.9828220633599374
2016-12-08,0.9803427508201538
2016-12-09,0.9844129168094795
2016-12-12,0.9557880820643393
2016-12-13,0.9562718503647848
2016-12-14,0.949367379914802
2016-12-15,0.9435699946139158
2016-12-16,0.9463888752876659
2016-12-19,0.9431097292268521
2016-12-20,0.9382615188757772
2016-12-21,0.9462077069970132
2016-12-22,0.9453792293002987
2016-12-23,0.9371350927875435
2016-12-26,0.9406404543896587
2016-12-27,0.9391840082260197
2016-12-28,0.9354761788179993
2016-12-29,0.9338684326494638
2016-12-30,0.9368033589580376
2017-01-03,0.9457356901532586
2017-01-04,0.9542185281300495
2017-01-05,0.9543218430201245
2017-01-06,0.9490936689027077
2017-01-09,0.954274592371346
2017-01-10,0.9521955638250992
2017-01-11,0.944705968760711
2017-01-12,0.9387127258483083
2017-01-13,0.9356624883709543
2017-01-16,0.9282473191989423
2017-01-17,0.931894677569407
2017-01-18,0.9338676981834207
2017-01-19,0.9307535621603095
2017-01-20,0.9393384909171033
2017-01-23,0.9434093913724722
2017-01-24,0.9431733829505949
2017-01-25,0.9460845615237722
2017-01-26,0.9504526759046174
2017-02-03,0.9450565538853254
2017-02-06,0.9491213337903345
2017-02-07,0.947482005581942
2017-02-08,0.9525698966851099
2017-02-09,0.9569213631689762
2017-02-10,0.9605951623169956
2017-02-13,0.966570288400333
2017-02-14,0.9667115507026393
2017-02-15,0.9610867649219018
2017-02-16,0.9670312882534398
2017-02-17,0.9608297018067865
2017-02-20,0.9742217108162367
2017-02-21,0.9787002399255742
2017-02-22,0.9818581990892621
2017-02-23,0.9785910493071537
2017-02-24,0.9787932722910444
2017-02-27,0.9709905498702444
2017-02-28,0.9734923860353524
2017-03-01,0.9753545022768447
2017-03-02,0.9692476619497625
2017-03-03,0.9686282622533418
2017-03-06,0.9752071194241787
2017-03-07,0.9769517210987612
2017-03-08,0.9747473436811438
2017-03-09,0.9678438525192186
2017-03-10,0.9684137981687314
2017-03-13,0.9770888214268226
2017-03-14,0.9761653527885228
2017-03-15,0.9772112324340204
2017-03-16,0.9833178279390883
2017-03-17,0.9735477158106057
2017-03-20,0.9749784556627332
2017-03-21,0.9790851001322038
2017-03-22,0.9751302453116584
2017-03-23,0.9780504822993684
2017-03-24,0.9850690398080595
2017-03-27,0.9814072369387455
2017-03-28,0.9789991676051512
2017-03-29,0.9772712138275474
2017-03-30,0.9669397248200559
2017-03-31,0.9719238113891201
2017-04-05,0.9876053958771973
2017-04-06,0.9905001713754101
2017-04-07,0.992032022719483
2017-04-10,0.9890429907457279
2017-04-11,0.9942643098467414
2017-04-12,0.9903385888459091
2017-04-13,0.9931131567350536
2017-04-14,0.9836275277872987
2017-04-17,0.9791191303922049
2017-04-18,0.9739896195465897
2017-04-19,0.9676181266219459
2017-04-20,0.9705951623169955
2017-04-21,0.9695238211820008
2017-04-24,0.9552120158644666
2017-04-25,0.9581217255055574
2017-04-26,0.9596702247466092
2017-04-27,0.9606879498604515
2017-04-28,0.9601841061548254
2017-05-02,0.9577633060764824
2017-05-03,0.9542625960926406
2017-05-04,0.9515810605689664
2017-05-05,0.9433699750281546
2017-05-08,0.9335484502766489
2017-05-09,0.933938451745581
2017-05-10,0.9253429956421682
2017-05-11,0.928505851246144
2017-05-12,0.9338030651716203
2017-05-15,0.9378734759829604
2017-05-16,0.949145815991774
2017-05-17,0.9460221319101013
2017-05-18,0.9413712481026294
2017-05-19,0.9424489546099986
2017-05-22,0.9400509229789943
2017-05-23,0.9370631151153112
2017-05-24,0.9385986387896
2017-05-25,0.9530962640160603
2017-05-26,0.9514395534446458
2017-05-31,0.9533315379718945
2017-06-01,0.9491778876756598
2017-06-02,0.9497549331635902
2017-06-05,0.9481773001028253
2017-06-06,0.9541120305537875
2017-06-07,0.9673236057386281
2017-06-08,0.9728732311609459
2017-06-09,0.9763457866131323
2017-06-12,0.9729900112618127
2017-06-13,0.9780377515546198
2017-06-14,0.9681444939528963
2017-06-15,0.9693353082309162
2017-06-16,0.9669847720707047
2017-06-19,0.9758874798021838
2017-06-20,0.9749006022621555
2017-06-21,0.9836008421877296
2017-06-22,0.9801890025951133
2017-06-23,0.9874293688488469
2017-06-26,1.000942075111394
2017-06-27,1.0023194437643834
2017-06-28,0.9954612446751212
2017-06-29,1.0013296283601822
2017-06-30,1.00188537433286
2017-07-03,1.0005084953238996
2017-07-04,0.9930306517162023
2017-07-05,1.0030024971845468
2017-07-06,1.00343264946384
2017-07-07,1.0037105224501788
2017-07-10,1.002387993928414
2017-07-11,1.002262889879058
2017-07-12,1.000076139646477
2017-07-13,1.0063925476178819
2017-07-14,1.0086289967193849
2017-07-17,0.9894116926994075
2017-07-18,0.9929297850462714
2017-07-19,1.0107567448464967
2017-07-20,1.016145032561328
2017-07-21,1.0135482054546345
2017-07-24,1.0183405963864272
2017-07-25,1.0130059246927485
2017-07-26,1.0098949713558243
2017-07-27,1.0129273368261276
2017-07-28,1.0162649953483818
2017-07-31,1.023155510943544
2017-08-01,1.0290574352445772
2017-08-02,1.0256061793076434
2017-08-03,1.019541938011066
2017-08-04,1.0138757773098956
2017-08-07,1.0212143171914019
2017-08-08,1.0222976546051021
2017-08-09,1.02371003280615
2017-08-10,1.0184243255153502
2017-08-11,0.9990892621064487
2017-08-14,1.0143854967438672
2017-08-15,1.0176325711207952
2017-08-16,1.0169000636537238
2017-08-17,1.0229589188659844
2017-08-18,1.0228022327767714
2017-08-21,1.028560936199383
2017-08-22,1.0295341037066053
2017-08-23,1.0278742104490035
2017-08-24,1.0216395730304069
2017-08-25,1.0367815697987564
2017-08-28,1.0495869852617148
2017-08-29,1.0472293492630858
2017-08-30,1.049232972628899
2017-08-31,1.0475899720902904
2017-09-01,1.0517962591196202
2017-09-04,1.0565017382363022
2017-09-05,1.0590836312001175
2017-09-06,1.059179846251775
2017-09-07,1.0531173187092984
2017-09-08,1.0530568476717426
2017-09-11,1.056405033540616
2017-09-12,1.058576849630319
2017-09-13,1.0613274249620526
2017-09-14,1.0582776771287274
2017-09-15,1.0562716055427706
2017-09-18,1.0607574793125398
2017-09-19,1.0570662978014984
2017-09-20,1.0616598932576018
2017-09-21,1.057106448611859
2017-09-22,1.0552764040542524
2017-09-25,1.0476193507320177
2017-09-26,1.049607550310924
2017-09-27,1.052516770307986
2017-09-28,1.05208588356265
2017-09-29,1.056448856681193
2017-10-09,1.0688738187337805
2017-10-10,1.0716131322528522
2017-10-11,1.0723764872937376
2017-10-12,1.0740686970572393
2017-10-13,1.077955491357783
2017-10-16,1.0723583704646722
2017-10-17,1.071999951035597
2017-10-18,1.075893845174558
2017-10-19,1.0705339568133967
2017-10-20,1.0728389560789307
2017-10-23,1.0754911129608775
2017-10-24,1.0806935807667826
2017-10-25,1.0861925280321207
2017-10-26,1.0905630906331099
2017-10-27,1.0943034813690449
2017-10-30,1.086492190177741
2017-10-31,1.0880938157959164
2017-11-01,1.0857726582774323
2017-11-02,1.082791460608138
